SRR020287	SRR020287
SRR020288	SRR020288
SRR020289	SRR020289
SRR020290	SRR020290
SRR020291	SRR020291
SRR020292	SRR020292
SRR020293	SRR020293
SRR020294	SRR020294
SRR020295	SRR020295
SRR3192352	SRR3192352
SRR3192353	SRR3192353
SRR3192354	SRR3192354
SRR3192355	SRR3192355
SRR3192356	SRR3192356
SRR3192357	SRR3192357
SRR3192358	SRR3192358
SRR3192359	SRR3192359
SRR3192360	SRR3192360
SRR3192361	SRR3192361
SRR3192362	SRR3192362
SRR3192363	SRR3192363
SRR3192364	SRR3192364
SRR3192365	SRR3192365
SRR3192366	SRR3192366
SRR3192367	SRR3192367
SRR3192368	SRR3192368
SRR3192369	SRR3192369
SRR3192370	SRR3192370
SRR3192371	SRR3192371
SRR3192372	SRR3192372
SRR3192373	SRR3192373
SRR3192374	SRR3192374
SRR3192375	SRR3192375
SRR3192376	SRR3192376
SRR3192377	SRR3192377
SRR3192378	SRR3192378
SRR3192379	SRR3192379
SRR3192380	SRR3192380
SRR3192381	SRR3192381
SRR3192382	SRR3192382
SRR3192383	SRR3192383
SRR3192384	SRR3192384
SRR3192385	SRR3192385
SRR3192386	SRR3192386
SRR3192387	SRR3192387
SRR3192388	SRR3192388
SRR3192389	SRR3192389
SRR3192390	SRR3192390
SRR3192391	SRR3192391
SRR3192392	SRR3192392
SRR3192393	SRR3192393
SRR3192394	SRR3192394
SRR3192395	SRR3192395
SRR3192396	SRR3192396
SRR3192397	SRR3192397
SRR3192398	SRR3192398
SRR3192399	SRR3192399
SRR3192410	SRR3192410
SRR3192411	SRR3192411
SRR3192412	SRR3192412
SRR3192413	SRR3192413
SRR3192418	SRR3192418
SRR3192419	SRR3192419
SRR3192424	SRR3192424
SRR3192425	SRR3192425
SRR3192427	SRR3192427
SRR3192428	SRR3192428
SRR3192429	SRR3192429
SRR3192430	SRR3192430
SRR3192431	SRR3192431
SRR3192432	SRR3192432
SRR3192433	SRR3192433
SRR3192434	SRR3192434
SRR3192437	SRR3192437
SRR3192438	SRR3192438
SRR3192439	SRR3192439
SRR3192440	SRR3192440
SRR3192441	SRR3192441
SRR3192442	SRR3192442
SRR3192443	SRR3192443
SRR3192444	SRR3192444
SRR3192445	SRR3192445
SRR3192446	SRR3192446
SRR3192447	SRR3192447
SRR3192448	SRR3192448
SRR3192449	SRR3192449
SRR3192450	SRR3192450
SRR3192451	SRR3192451
SRR3192452	SRR3192452
SRR3192453	SRR3192453
SRR3192454	SRR3192454
SRR3192455	SRR3192455
SRR3192456	SRR3192456
SRR3192457	SRR3192457
SRR3192458	SRR3192458
SRR3192459	SRR3192459
SRR3192460	SRR3192460
SRR3192461	SRR3192461
SRR3192462	SRR3192462
SRR3192463	SRR3192463
SRR3192464	SRR3192464
SRR3192465	SRR3192465
SRR3192466	SRR3192466
SRR3192515	SRR3192515
SRR3192516	SRR3192516
SRR3192521	SRR3192521
SRR3192522	SRR3192522
SRR3192523	SRR3192523
SRR3192524	SRR3192524
SRR3192525	SRR3192525
SRR3192526	SRR3192526
SRR3192527	SRR3192527
SRR3192529	SRR3192529
SRR3192530	SRR3192530
SRR3192535	SRR3192535
SRR3192536	SRR3192536
SRR3192537	SRR3192537
SRR3192538	SRR3192538
SRR3192539	SRR3192539
SRR3192540	SRR3192540
SRR3192541	SRR3192541
SRR3192542	SRR3192542
SRR3192543	SRR3192543
SRR3192544	SRR3192544
SRR3192545	SRR3192545
SRR3192550	SRR3192550
SRR3192551	SRR3192551
SRR3192552	SRR3192552
SRR3192553	SRR3192553
SRR3192554	SRR3192554
SRR3192555	SRR3192555
SRR3192556	SRR3192556
SRR3192557	SRR3192557
SRR3192558	SRR3192558
SRR3192559	SRR3192559
SRR3192562	SRR3192562
SRR3192563	SRR3192563
SRR3192564	SRR3192564
SRR3192565	SRR3192565
SRR3192566	SRR3192566
SRR3192567	SRR3192567
SRR3192568	SRR3192568
SRR3192569	SRR3192569
SRR3192576	SRR3192576
SRR3192577	SRR3192577
SRR3192582	SRR3192582
SRR3192583	SRR3192583
SRR3192584	SRR3192584
SRR3192585	SRR3192585
SRR3192594	SRR3192594
SRR3192595	SRR3192595
SRR3192596	SRR3192596
SRR3192597	SRR3192597
SRR3192598	SRR3192598
